"m","value"
159,-1.26771649118301
159,-1.29033983113734
159,-1.28194602156691
159,-1.28117661873373
159,-1.28556880726191
159,-1.27710620040437
159,-1.26517058150702
159,-1.28318283013641
159,-1.31291304205502
159,-1.26819153949806
159,-1.29318015329678
159,-1.27446676679938
159,-1.27526777513205
159,-1.27866396964458
159,-1.2664176673111
159,-1.28419491800979
159,-1.2746191181915
159,-1.30432083953925
159,-1.26792663648784
159,-1.3401247586379
159,-1.27257962986202
159,-1.27446185502051
159,-1.28235480829667
159,-1.26903897344666
159,-1.2987158948731
160,-1.30674279667208
160,-1.30136143188102
160,-1.33900617049406
160,-1.29333671550136
160,-1.28778804175425
160,-1.28995671746893
160,-1.30740563624543
160,-1.26484599203665
160,-1.29011457620194
160,-1.35947106383226
160,-1.26780479852533
160,-1.27604511449085
160,-1.27724508042157
160,-1.30520021045281
160,-1.27716707243942
160,-1.27205053312545
160,-1.29733838790768
160,-1.26744179345478
160,-1.27242916557237
160,-1.28608610036943
160,-1.33103615503649
160,-1.28331741025607
160,-1.27893337212171
160,-1.26899219790768
160,-1.27763377133652
160,-1.32065016231475
160,-1.27705417257357
160,-1.27881080581038
160,-1.26947213326057
160,-1.2795329804022
160,-1.30658359226535
161,-1.26770475468998
161,-1.28452833783464
161,-1.27662142826361
161,-1.27321013593345
161,-1.26645175844147
161,-1.29236762746212
161,-1.2771115938447
161,-1.26542188735465
161,-1.28196643489416
161,-1.27970249648186
161,-1.26838790099236
161,-1.27130138475243
161,-1.27521392616283
161,-1.26771802258136
161,-1.31829480194896
161,-1.28224760448518
161,-1.26910958684213
161,-1.32330019984206
161,-1.26475126517793
161,-1.28276020630373
161,-1.2745101478918
161,-1.27344179388023
161,-1.29183376131337
161,-1.31392768762075
161,-1.2859275242677
161,-1.29706136577358
161,-1.26841419426328
161,-1.30360525795555
161,-1.30395739027671
161,-1.27468451387889
162,-1.27155065342986
162,-1.2827494047411
162,-1.26987233930125
162,-1.30050963189898
162,-1.27803995304681
162,-1.2727758789043
162,-1.2768059039504
162,-1.31646902651521
162,-1.30245830398588
162,-1.26863686935909
162,-1.2862797370413
162,-1.26414292402504
162,-1.2660959049141
162,-1.2645798673917
162,-1.26563819347975
162,-1.29960999341475
162,-1.2830460340174
162,-1.27653779419035
162,-1.26452450389858
162,-1.27331544518008
162,-1.27213630915884
162,-1.27450992262276
162,-1.27021947138805
162,-1.29555042942341
162,-1.26552467228582
162,-1.3024329206241
162,-1.27272661139104
162,-1.28960138404857
163,-1.27966160733129
163,-1.28405301849772
163,-1.27219059196594
163,-1.28398699494043
163,-1.26350374482528
163,-1.29241887952775
163,-1.26231499391894
163,-1.27511684374259
163,-1.28693365282203
163,-1.27071418058261
163,-1.26568987238466
163,-1.26032241256865
163,-1.27154391769212
163,-1.27912815649441
163,-1.28065872860254
163,-1.28205457597538
163,-1.28281221069622
163,-1.27580656943122
163,-1.28247889102515
163,-1.27995455503132
163,-1.27988577936751
163,-1.26796417930798
163,-1.303365687403
163,-1.26794528577019
163,-1.26863870163389
163,-1.27216499665555
163,-1.29005433456156
163,-1.31186832075349
163,-1.28469101428989
164,-1.27540229580887
164,-1.29104983037642
164,-1.27219546023032
164,-1.32586784518959
164,-1.28143553332682
164,-1.28047901154157
164,-1.26462278340508
164,-1.26810533815674
164,-1.26927344958068
164,-1.30226430212534
164,-1.27209477971101
164,-1.30932901688107
164,-1.29076349502457
164,-1.27986275831634
164,-1.28971851577858
164,-1.26545102209851
164,-1.28797767855223
164,-1.26463104999485
164,-1.29560243250264
164,-1.27046296995262
164,-1.28635192081106
164,-1.28821667891335
164,-1.27715755516732
164,-1.28711684310744
164,-1.28968919056648
164,-1.282611019484
164,-1.27016094778388
164,-1.341300530511
164,-1.26314200789032
165,-1.29382475819548
165,-1.26814679876503
165,-1.27171429143283
165,-1.27022486147787
165,-1.28861297372878
165,-1.28562523974301
165,-1.29042834785985
165,-1.32010831813488
165,-1.2776368563852
165,-1.32649696788336
165,-1.39371625355249
165,-1.2733873179661
165,-1.28519292636547
165,-1.26618323963872
165,-1.30268175947987
165,-1.26406464173447
165,-1.29152098004496
165,-1.30042970551671
165,-1.30004272280145
165,-1.27200217711266
165,-1.29446085359081
165,-1.26993202001136
165,-1.33450740241086
165,-1.28086873533477
165,-1.26765227821706
165,-1.28972708050356
165,-1.31221193184246
165,-1.27520681460018
166,-1.29311305735061
166,-1.26783358353389
166,-1.29196877733657
166,-1.29672210748406
166,-1.31105426517859
166,-1.27933286229778
166,-1.34858009410697
166,-1.26452866931611
166,-1.28219630535465
166,-1.2888468267536
166,-1.28315127623119
166,-1.26636292584469
166,-1.30197284083094
166,-1.28243428144955
166,-1.27639741993967
166,-1.28356227066616
166,-1.27769162874977
166,-1.29348913839179
166,-1.27200903368584
166,-1.29121439115274
166,-1.27370420078295
166,-1.27314381429756
166,-1.28298272672151
166,-1.27867762193655
166,-1.27075563548805
166,-1.30293923263984
166,-1.2636602567738
166,-1.27680167684784
166,-1.2870593768407
166,-1.27333442280848
167,-1.26801952845721
167,-1.26483028200352
167,-1.27125436657837
167,-1.27426660585449
167,-1.28867350877349
167,-1.32926681656935
167,-1.27854340905908
167,-1.29327017361134
167,-1.2794164379756
167,-1.26376516945035
167,-1.274428678619
167,-1.31360090454151
167,-1.30769903361622
167,-1.28208630781602
167,-1.28185141238999
167,-1.27277426491594
167,-1.30103532936135
167,-1.29452319795456
167,-1.31528001871957
167,-1.26696419457658
167,-1.28976210944558
167,-1.29095077252504
167,-1.33588930447797
167,-1.27367896773543
167,-1.26915527095109
167,-1.32933321005985
167,-1.2650519532329
167,-1.2828839749042
167,-1.2750697267797
168,-1.29375618856066
168,-1.26962406370628
168,-1.27506488335898
168,-1.27582384317106
168,-1.26927277088442
168,-1.3054011322664
168,-1.2781054442022
168,-1.29764918711165
168,-1.40274294026298
168,-1.28448061032364
168,-1.29388580614645
168,-1.30474095110197
168,-1.28740163180201
168,-1.28010581978462
168,-1.27650581242142
168,-1.30974805634646
168,-1.30026076055067
168,-1.31627174788242
168,-1.27645750866753
168,-1.26687438951796
168,-1.26401022338381
168,-1.27533207384969
168,-1.26334815489097
168,-1.31350058427492
168,-1.2823490494845
168,-1.26479635304346
168,-1.28845497472053
168,-1.30167259500778
168,-1.26952560826425
169,-1.26968931120727
169,-1.30689863565283
169,-1.29561462047651
169,-1.26205893529227
169,-1.27204377375417
169,-1.28046457417677
169,-1.28046955337018
169,-1.26537667976838
169,-1.28130448554621
169,-1.28453932158074
169,-1.2627235520125
169,-1.26524189462196
169,-1.32491376832952
169,-1.27285463479822
169,-1.27000294335376
169,-1.27742721227196
169,-1.28019254622235
169,-1.2711465797066
169,-1.26336942224223
169,-1.29255659713979
169,-1.27230659587437
169,-1.33976292229929
169,-1.29149160165366
169,-1.2779682983109
169,-1.26759704493765
169,-1.27700689291516
169,-1.28421144869405
169,-1.29245845270321
169,-1.27661223252042
170,-1.27003381839788
170,-1.26913669697496
170,-1.2711692486015
170,-1.26853291673777
170,-1.27310432457041
170,-1.27104284517583
170,-1.2861615937898
170,-1.27507269880831
170,-1.27547666416444
170,-1.28687910839283
170,-1.27471911002763
170,-1.31871761316511
170,-1.2868828719773
170,-1.30498492916731
170,-1.27814630142629
170,-1.3007213945142
170,-1.28516696538152
170,-1.26813317160943
170,-1.32483679252902
170,-1.26910674477044
170,-1.30309404298906
170,-1.27215848043109
170,-1.272823098498
170,-1.2881933983947
170,-1.26276043723195
170,-1.27971662049775
170,-1.27367818893551
170,-1.28231305258164
170,-1.26110960042815
171,-1.28023925480263
171,-1.29314304497416
171,-1.2823931059596
171,-1.26884140460205
171,-1.27372805745211
171,-1.27715470802548
171,-1.29181780254502
171,-1.35321844532482
171,-1.27514434272154
171,-1.29350618261001
171,-1.29912018284686
171,-1.28002020647683
171,-1.29744323532235
171,-1.27403716147071
171,-1.28359261359258
171,-1.28361821549105
171,-1.30930478734253
171,-1.27486230860757
171,-1.26344863710972
171,-1.27676795916575
171,-1.27047956611329
171,-1.2757170155551
171,-1.28006539746101
171,-1.28737531315791
171,-1.29645284408191
171,-1.27946283444035
171,-1.28954434925977
172,-1.28533199804435
172,-1.31714769436254
172,-1.281279325849
172,-1.27626721308493
172,-1.30963918489028
172,-1.26099730614546
172,-1.27190527782298
172,-1.30960193003095
172,-1.26533547813592
172,-1.29088840953633
172,-1.27660753081738
172,-1.27129649078935
172,-1.26519407026754
172,-1.278928414911
172,-1.29888440519155
172,-1.30426727485972
172,-1.27603362658451
172,-1.30068774108963
172,-1.28442082179828
172,-1.27325647265074
172,-1.26682147788827
172,-1.26457252287733
172,-1.28523245945804
172,-1.32827503533546
172,-1.31435092788522
172,-1.2878646835018
172,-1.28184386397027
172,-1.28375539566885
172,-1.27534032489698
173,-1.27230946391435
173,-1.26366092274183
173,-1.27357366640718
173,-1.30399342820658
173,-1.26632137066093
173,-1.264236292117
173,-1.30659896483609
173,-1.27099913666369
173,-1.26828881420911
173,-1.38229531895642
173,-1.29185137621135
173,-1.26433690850184
173,-1.32279765069856
173,-1.29056992710912
173,-1.26876915935662
173,-1.28628546516152
173,-1.27732934803442
173,-1.28897782820992
173,-1.28074789114215
173,-1.26648972583575
173,-1.26600486867875
173,-1.29786139206262
173,-1.27694053274501
173,-1.29580572716339
173,-1.26435886338364
173,-1.27650817239426
173,-1.27037325266789
173,-1.28456797930311
174,-1.2815873603459
174,-1.26982423869591
174,-1.30279455566284
174,-1.27719991666032
174,-1.27696167905442
174,-1.30554610508974
174,-1.26089110499888
174,-1.29744770242687
174,-1.27690994059257
174,-1.31644296196911
174,-1.26968234794824
174,-1.29875855331098
174,-1.2679633798651
174,-1.27817061578321
174,-1.27940398682064
174,-1.29545070103112
174,-1.29986789536147
174,-1.27323495991567
174,-1.27145181350031
174,-1.29402808777168
174,-1.27875608042066
174,-1.27828962239381
174,-1.30489495042512
174,-1.2692850378267
174,-1.29132070882932
174,-1.26685105553746
174,-1.27948021438657
175,-1.27894630117365
175,-1.28960296966031
175,-1.26289827490939
175,-1.26539699929612
175,-1.31238496827557
175,-1.28002866519964
175,-1.26145492326674
175,-1.26899580069705
175,-1.2740617984073
175,-1.28082049662625
175,-1.30281037331476
175,-1.26615969308113
175,-1.27928221249519
175,-1.30260586982697
175,-1.28018818846146
175,-1.28876125323256
175,-1.26911386376908
175,-1.27185676990362
175,-1.33455607280348
175,-1.27016781418592
175,-1.26427396882912
175,-1.28721016579063
175,-1.27787935161031
175,-1.29112905383806
175,-1.27825141463711
175,-1.26775178251661
176,-1.29148337306997
176,-1.28050957749494
176,-1.28024893042475
176,-1.28961529582976
176,-1.26737386788199
176,-1.26703583356911
176,-1.28717264708374
176,-1.29923594062944
176,-1.27707462592835
176,-1.28335821689625
176,-1.27621744629528
176,-1.32526658650204
176,-1.26774010815387
176,-1.26745554089848
176,-1.26674641126121
176,-1.27559937913394
176,-1.2813712075158
176,-1.28446944882212
176,-1.26217693632772
176,-1.3070680017811
176,-1.27295891065347
176,-1.3037949018775
176,-1.2812927328626
176,-1.28261760965252
176,-1.28483242390446
176,-1.28343157603168
176,-1.27016560869447
176,-1.27207841712979
177,-1.26567064981794
177,-1.27657784256772
177,-1.30144841985732
177,-1.26913111465857
177,-1.2827417685764
177,-1.26456509539778
177,-1.28204454145457
177,-1.26319531478202
177,-1.27230804056133
177,-1.26929294794588
177,-1.2671629099362
177,-1.26073577068278
177,-1.27869929562167
177,-1.29437776080873
177,-1.26059831493895
177,-1.26422463202831
177,-1.26745808728563
177,-1.26821122129199
177,-1.26695057066303
177,-1.2744077419587
177,-1.26734012602764
177,-1.27659073195116
177,-1.26747943484605
177,-1.26257945494718
177,-1.26186499441216
177,-1.28660749636612
177,-1.30113010087207
178,-1.28953385879363
178,-1.28966004414322
178,-1.27832090372722
178,-1.2823770444096
178,-1.30024304323898
178,-1.28103096832044
178,-1.26623308721104
178,-1.28287144015293
178,-1.30059811305255
178,-1.2848349328289
178,-1.29427079282416
178,-1.27619030629616
178,-1.26329405852018
178,-1.27233710506899
178,-1.29818858070467
178,-1.27809076067466
178,-1.26374372345883
178,-1.29919074710671
178,-1.2978316347819
178,-1.30095937343629
178,-1.28123347879255
178,-1.2982952351176
178,-1.27104255757387
178,-1.26690495774698
178,-1.29151335696277
178,-1.28978216154312
178,-1.30579467645346
178,-1.27714940560191
179,-1.27901179167628
179,-1.3202072213036
179,-1.28778655070188
179,-1.28410515546134
179,-1.27191175272905
179,-1.26986128754584
179,-1.27169056824501
179,-1.27157624638385
179,-1.30221599281205
179,-1.2836169256731
179,-1.30238959274653
179,-1.27198338756477
179,-1.27607788864262
179,-1.27622585400287
179,-1.26321566874538
179,-1.28500907319847
179,-1.26206708242335
179,-1.28047830167817
179,-1.26096603163757
179,-1.30474483872329
179,-1.2678657028964
179,-1.2875556162956
179,-1.32787129592145
179,-1.447760459761
179,-1.27152288054894
179,-1.28541556937958
179,-1.27419862069638
180,-1.2749380550387
180,-1.28090867819633
180,-1.26278260952904
180,-1.26835883348221
180,-1.27829579198148
180,-1.27662117041489
180,-1.26377382338774
180,-1.2744582427614
180,-1.2673834965962
180,-1.27476828299521
180,-1.27735713182579
180,-1.26630296949438
180,-1.27103257205063
180,-1.2844451970045
180,-1.27589138399447
180,-1.27125929843295
180,-1.26171476909396
180,-1.27630689555112
180,-1.27122491868205
180,-1.26417636234501
180,-1.27962478786823
180,-1.27350234849449
180,-1.27816807732429
180,-1.29101862597621
180,-1.28567461166906
180,-1.27943178079194
181,-1.28315746019607
181,-1.29960936612876
181,-1.27842113595891
181,-1.26841271593161
181,-1.29807787879741
181,-1.26762627987082
181,-1.26788246776893
181,-1.26219172783332
181,-1.27565551353435
181,-1.28182985726373
181,-1.31283160854386
181,-1.26200325276868
181,-1.29143127687214
181,-1.28875831294602
181,-1.27868319838623
181,-1.26231633018427
181,-1.28298770529674
181,-1.27605173435572
181,-1.28415336380035
181,-1.29709069438312
181,-1.29216690405172
181,-1.27482973246868
181,-1.27084928356422
181,-1.26782380986715
181,-1.27924954373334
181,-1.27419074311325
181,-1.26829260321147
182,-1.28029886989741
182,-1.28803335658249
182,-1.27245303752597
182,-1.27078662625194
182,-1.26981184053974
182,-1.39903307599642
182,-1.27635981292182
182,-1.29761151482914
182,-1.27386126215214
182,-1.26646819505839
182,-1.29350767941972
182,-1.26864873124206
182,-1.32669453776048
182,-1.26781290139934
182,-1.27725906934772
182,-1.26283951551842
182,-1.29172667777603
182,-1.26244169728995
182,-1.27744727125614
182,-1.2827502386565
182,-1.27484288461073
182,-1.27056709574499
182,-1.27105610948524
182,-1.2640669560302
182,-1.28061789286161
182,-1.26378588904187
182,-1.27058853015665
183,-1.28062832640584
183,-1.26745905419353
183,-1.28158230449649
183,-1.2781208997719
183,-1.26844812092964
183,-1.27440443905105
183,-1.29668152612115
183,-1.28891896302953
183,-1.26881483528269
183,-1.26745424677575
183,-1.27497631388577
183,-1.27186720424389
183,-1.28079782998419
183,-1.35117817521064
183,-1.28158576181459
183,-1.28864932604083
183,-1.28151481192287
183,-1.28613515403101
183,-1.26439355182694
183,-1.2666334398126
183,-1.27145851055711
183,-1.29747340507967
183,-1.28899269086012
183,-1.26879444545558
183,-1.27398838196702
183,-1.27012518293242
184,-1.27250247119304
184,-1.28040812702027
184,-1.27260874782722
184,-1.30208591993422
184,-1.27335767777801
184,-1.2673463152009
184,-1.28908853191905
184,-1.27098984151695
184,-1.27011809093143
184,-1.29638209501022
184,-1.26777888735279
184,-1.27898418700631
184,-1.2678373002457
184,-1.27987917949221
184,-1.27021121862474
184,-1.28334644566118
184,-1.29762659323987
184,-1.29420678773159
184,-1.26102521888455
184,-1.27396809848007
184,-1.27063244116419
184,-1.34869633190217
184,-1.2690005963985
184,-1.27740039082508
184,-1.29731402733283
184,-1.31132812355637
184,-1.26940982145165
185,-1.30342429539956
185,-1.27125765518197
185,-1.27193553368705
185,-1.27014826821151
185,-1.28790493378303
185,-1.26317427970294
185,-1.28945988912714
185,-1.27321575823602
185,-1.31231334516939
185,-1.27578527933608
185,-1.28712244086419
185,-1.29183165458082
185,-1.31993752139909
185,-1.29440797636292
185,-1.26365155356405
185,-1.3098299406318
185,-1.29367415644434
185,-1.29587460111059
185,-1.27587518161442
185,-1.27410080929038
185,-1.30362816610659
185,-1.26744947596006
185,-1.261492528714
185,-1.27050239887769
185,-1.2887295908712
185,-1.28646866861812
186,-1.27326787249492
186,-1.28999015690779
186,-1.26935872776039
186,-1.28170800640232
186,-1.28087260038876
186,-1.28471614023765
186,-1.27037428277058
186,-1.27119118309227
186,-1.30693895095365
186,-1.27402478718375
186,-1.27378078412716
186,-1.30789391390202
186,-1.26701014154243
186,-1.27356489297279
186,-1.30140703837119
186,-1.27962120839522
186,-1.3404817587563
186,-1.27902902997843
186,-1.26114207125473
186,-1.2638535858983
186,-1.27964186905708
186,-1.28361426501571
186,-1.28435480733938
186,-1.34439043164798
186,-1.26467275422154
186,-1.27345294844149
187,-1.27401338430235
187,-1.28544239979575
187,-1.26641839278482
187,-1.27173823091294
187,-1.27629511635885
187,-1.27215084168464
187,-1.28070837310428
187,-1.26937084015521
187,-1.26143877605013
187,-1.27473723287576
187,-1.33332486121891
187,-1.27436678760841
187,-1.3005251374532
187,-1.28276748611868
187,-1.26529002704783
187,-1.26960568143338
187,-1.28905005914147
187,-1.28905318089355
187,-1.27746039546118
187,-1.28554106824435
187,-1.26948433722086
187,-1.27532057534657
187,-1.28263391798951
187,-1.29741748150189
188,-1.28357552990763
188,-1.26883173670676
188,-1.26507791040346
188,-1.29152907308209
188,-1.27234117448457
188,-1.26584706552984
188,-1.27706333566695
188,-1.32393816327456
188,-1.28081419397817
188,-1.28257255981283
188,-1.26626850636018
188,-1.26912308968334
188,-1.29988588528022
188,-1.26995347724629
188,-1.2640707020828
188,-1.28276661304202
188,-1.32277658176158
188,-1.29176751194813
188,-1.34412687597111
188,-1.28840038256792
188,-1.28354579785135
188,-1.27068077106841
188,-1.27787859436699
188,-1.27691967090924
188,-1.27736426404597
189,-1.29276373907273
189,-1.26334618255827
189,-1.28985509481475
189,-1.27346301599227
189,-1.28577980052646
189,-1.27917377255736
189,-1.28215339384226
189,-1.28250748427239
189,-1.28254220665092
189,-1.26477503610441
189,-1.28608272027751
189,-1.27696531636705
189,-1.27484198713597
189,-1.27361215569261
189,-1.27668873198586
189,-1.2772948751538
189,-1.26606858709197
189,-1.30163218725119
189,-1.31092931766741
189,-1.2734711018704
189,-1.27668671013676
189,-1.31861472194216
189,-1.27424930268752
189,-1.28674995444844
189,-1.27265645692255
189,-1.267049371697
190,-1.26905086977018
190,-1.26491580678844
190,-1.26802882101983
190,-1.26205821867087
190,-1.28016688986496
190,-1.2620225639345
190,-1.26901210909439
190,-1.27173985311313
190,-1.27203215832995
190,-1.27693533300926
190,-1.27502410753761
190,-1.28669573109278
190,-1.27941554268213
190,-1.27435543721877
190,-1.27005014987488
190,-1.27831434015016
190,-1.28925535676319
190,-1.30880081270828
190,-1.2790536727094
190,-1.26616118972461
190,-1.29308738012042
190,-1.26964066578777
190,-1.27618159019776
190,-1.27371427617986
190,-1.28287665465172
190,-1.28782762996981
191,-1.26273602163788
191,-1.27371768448846
191,-1.26571746181694
191,-1.28077789797464
191,-1.27268134963545
191,-1.27893058355344
191,-1.27678873739193
191,-1.2652756914868
191,-1.29804737597081
191,-1.28824063631249
191,-1.28279731846281
191,-1.2880779172382
191,-1.28897809692222
191,-1.27722117616073
191,-1.28566928515844
191,-1.28462025216401
191,-1.26910066442721
191,-1.27950383450807
191,-1.27230212482278
191,-1.29651386302925
191,-1.27355486918725
191,-1.36160220897007
191,-1.27065421622388
191,-1.27904193439777
191,-1.40393024122294
191,-1.28512399382701
192,-1.2635681395309
192,-1.27256179756056
192,-1.27858165914179
192,-1.32350759166357
192,-1.27225539802731
192,-1.30306867124244
192,-1.27443411996285
192,-1.27294969572699
192,-1.27011527229558
192,-1.30095459667223
192,-1.28334303774882
192,-1.2639574518956
192,-1.2767490711164
192,-1.28105549180252
192,-1.2932101234582
192,-1.28395575350588
192,-1.27268143832058
192,-1.26652669001151
192,-1.27747388173422
192,-1.2706549919264
192,-1.29940144092515
192,-1.27640820082954
192,-1.2769940375319
192,-1.26807073230249
192,-1.30705992065374
193,-1.30202953981753
193,-1.28351493184523
193,-1.27581337865116
193,-1.26806976027353
193,-1.28996816198625
193,-1.26539594040712
193,-1.27311735576774
193,-1.28698027999596
193,-1.28904795985021
193,-1.26670165044038
193,-1.27725300610012
193,-1.28244241095644
193,-1.27346263082882
193,-1.37486372201709
193,-1.27879637437851
193,-1.31927283256449
193,-1.29063350023011
193,-1.26490627517253
193,-1.2790078577297
193,-1.26924799995718
193,-1.28227645081606
193,-1.27232576045845
193,-1.27244330842116
193,-1.28887162090449
193,-1.2826040916046
194,-1.30577766524735
194,-1.28434518101987
194,-1.29332394121955
194,-1.27654855292259
194,-1.27996365668792
194,-1.3084940509445
194,-1.29375059584073
194,-1.28548823158537
194,-1.29298709884915
194,-1.28655361233183
194,-1.26925757342155
194,-1.26317282106233
194,-1.27533332571705
194,-1.30247667643847
194,-1.31089647979554
194,-1.26641504213703
194,-1.27502437941222
194,-1.26842647678042
194,-1.2880922507728
194,-1.2626328949494
194,-1.27046190206777
194,-1.27645627502563
194,-1.2753541556203
194,-1.2713888183327
194,-1.2728077276335
195,-1.28333439915361
195,-1.26814889859693
195,-1.26706188521877
195,-1.2765255594325
195,-1.27818099495332
195,-1.27618676500199
195,-1.27423340870594
195,-1.2685446597042
195,-1.26542688764972
195,-1.29966168691725
195,-1.30477061744436
195,-1.28316413885985
195,-1.27171451443505
195,-1.28987957882959
195,-1.26686644120186
195,-1.28156073945776
195,-1.27816663743886
195,-1.29898071228855
195,-1.26240529873188
195,-1.32088864452348
195,-1.27004657438025
195,-1.26456228312668
195,-1.28727214012221
195,-1.27881306822039
195,-1.28426736100314
196,-1.26509610825252
196,-1.27679634091301
196,-1.27734570794766
196,-1.29263026479789
196,-1.26619032145831
196,-1.26117425708455
196,-1.27031108114115
196,-1.26646021743377
196,-1.27539074418888
196,-1.27373782567501
196,-1.26388200331984
196,-1.27024325676464
196,-1.29191737733363
196,-1.2785248514822
196,-1.28679083252872
196,-1.26234804298365
196,-1.28389838453842
196,-1.28115134959612
196,-1.2781549111718
196,-1.29502979461839
196,-1.26319008575613
196,-1.26881835318176
196,-1.28688677625214
196,-1.27839676115689
196,-1.28668007821655
197,-1.27074430118654
197,-1.28217202656962
197,-1.28981556951705
197,-1.27376490390547
197,-1.2889471042419
197,-1.26393575839845
197,-1.28453879893671
197,-1.27417813660147
197,-1.30953940311777
197,-1.27209616220668
197,-1.3627231964482
197,-1.2862656673334
197,-1.27240024776793
197,-1.27900538854609
197,-1.27603553040954
197,-1.26836578509604
197,-1.31706344092841
197,-1.26495645043971
197,-1.26390968406396
197,-1.27103537722439
197,-1.27850888032372
197,-1.31866869445568
197,-1.27376370558216
197,-1.2693913848151
197,-1.26396034879557
198,-1.2709125479848
198,-1.28036571233415
198,-1.27353984633168
198,-1.26927677996077
198,-1.27119137556772
198,-1.26294342750954
198,-1.2782169919446
198,-1.26328397356499
198,-1.26617928866202
198,-1.29032503075583
198,-1.26083548093542
198,-1.26679889737116
198,-1.27961911136546
198,-1.2703735243954
198,-1.28453848768355
198,-1.26350968275829
198,-1.26227038248164
198,-1.27951324716362
198,-1.26692563671353
198,-1.2883486604123
198,-1.29346704832023
198,-1.39074951392843
198,-1.30944494754916
198,-1.29262569440579
198,-1.26371957402146
199,-1.29721317304137
199,-1.27126751231193
199,-1.26435750520281
199,-1.28194808618847
199,-1.28163510724804
199,-1.26286863464121
199,-1.30118822119317
199,-1.27468359678459
199,-1.26320714136573
199,-1.28135512212825
199,-1.2700455884265
199,-1.29957299366506
199,-1.26440366062196
199,-1.26393939297362
199,-1.26874632786974
199,-1.26876955845488
199,-1.28890740419923
199,-1.28342927733478
199,-1.26613586420655
199,-1.26838541734615
199,-1.26878529827872
199,-1.27724342471751
199,-1.26408876790499
199,-1.28434777120576
200,-1.27318973886204
200,-1.29092411741377
200,-1.26761358887919
200,-1.26933144886763
200,-1.27949871641865
200,-1.27883045645448
200,-1.27702454968676
200,-1.27289584926173
200,-1.27838340615924
200,-1.26837437277029
200,-1.28090506544041
200,-1.31074222188349
200,-1.28320983084455
200,-1.26711103945324
200,-1.29491518086142
200,-1.26370113672177
200,-1.27771504674823
200,-1.27635504840553
200,-1.26283439522324
200,-1.27524456539931
200,-1.27145770808289
200,-1.29610040014178
200,-1.27748235109424
200,-1.27466915905454
201,-1.27019765332659
201,-1.27593109052117
201,-1.27849757335564
201,-1.26390898406093
201,-1.26438945933928
201,-1.28660880744465
201,-1.29515024446548
201,-1.27014171847815
201,-1.29393735855188
201,-1.3012342945795
201,-1.26960469264754
201,-1.29082605615044
201,-1.28300060811915
201,-1.285934317101
201,-1.30969688327942
201,-1.28519386312
201,-1.29950303280255
201,-1.28108452745563
201,-1.26981388107452
201,-1.28501082394031
201,-1.269971691922
201,-1.30424391986867
201,-1.32850932568098
201,-1.26618351295063
202,-1.26667075211086
202,-1.26943668757609
202,-1.26993233535537
202,-1.31092007307006
202,-1.26611454486452
202,-1.29883202727818
202,-1.29774167539185
202,-1.28483601812209
202,-1.28432360399515
202,-1.28144968200817
202,-1.26241320292057
202,-1.28048499139175
202,-1.27651220339241
202,-1.27265107143122
202,-1.2696265886026
202,-1.27430005938964
202,-1.27038134751406
202,-1.28148850041352
202,-1.28323568575008
202,-1.27550198371364
202,-1.26831632522009
202,-1.28228549830886
202,-1.28382442660311
202,-1.27761072229614
203,-1.28179287268071
203,-1.26329736663325
203,-1.26335561133641
203,-1.26822545830385
203,-1.2799371555883
203,-1.27124557111391
203,-1.30005038788418
203,-1.27143699533747
203,-1.26277923146714
203,-1.28878269057202
203,-1.28439442796956
203,-1.30574570965697
203,-1.28081796262502
203,-1.27131897719588
203,-1.28468053518823
203,-1.29044615164163
203,-1.27680055679136
203,-1.26301784271403
203,-1.26307253366393
203,-1.27074849155825
203,-1.28880972689352
203,-1.29636010014647
203,-1.32519011197035
204,-1.27206678228673
204,-1.2733182124325
204,-1.28421571335014
204,-1.33550429679823
204,-1.27437479453883
204,-1.2669498466251
204,-1.27566756036882
204,-1.26780076712681
204,-1.26161541371083
204,-1.26390371859258
204,-1.26658146040564
204,-1.2759930589891
204,-1.28549198369501
204,-1.28865045775311
204,-1.28419006280197
204,-1.26405405390639
204,-1.27892737582576
204,-1.29090418994397
204,-1.2672378312547
204,-1.26747976852858
204,-1.26291549957074
204,-1.27658486878007
204,-1.27671518637143
204,-1.27377719283021
205,-1.26477943327313
205,-1.2667214287272
205,-1.26494750538937
205,-1.28461743806716
205,-1.30391574108688
205,-1.27548945985022
205,-1.28305859388274
205,-1.31918379347259
205,-1.26963018511565
205,-1.31085478597539
205,-1.29788417015487
205,-1.28553824622654
205,-1.2979205375139
205,-1.29154012209498
205,-1.27099548892288
205,-1.31686022622997
205,-1.26312873860197
205,-1.27812338580911
205,-1.2795331054872
205,-1.2682872226032
205,-1.28712178300914
205,-1.27979781624289
205,-1.26856518411008
205,-1.26540923890344
206,-1.27760327388731
206,-1.27476240220875
206,-1.27494051221586
206,-1.28375512173861
206,-1.27032623152068
206,-1.28426986686298
206,-1.26426420853907
206,-1.26663976726504
206,-1.27328917188318
206,-1.26551927063645
206,-1.31798280457749
206,-1.26372699831296
206,-1.29117688740976
206,-1.30407917023519
206,-1.27408122889734
206,-1.27524471494581
206,-1.28235188155499
206,-1.27850235933476
206,-1.28191508959557
206,-1.26875468679667
206,-1.27905904275716
206,-1.27740070640171
206,-1.26386569318842
207,-1.2828293696456
207,-1.27367785911408
207,-1.28010807578291
