DaysBeforeAfterRelationship,NumberOfTimelinePosts
56.82230268168745,1.5522146941466686
57.760751190787445,1.5462416588038697
59.01550202538073,1.552628902505106
60.42834244659929,1.551844972167593
60.8805953747807,1.550569493863229
61.7281196357725,1.5447132447395047
62.805370195641544,1.5392704082212647
63.89214137119602,1.5366075914831698
64.74643900553616,1.5460625007104938
66.13057548095688,1.5502303515333402
67.22748303341027,1.5505273568497275
67.75751133947958,1.5452956222219696
68.86403424011276,1.5484003092068617
69.80117544079029,1.5420455398046995
70.79629292802983,1.5526198460786431
71.86331237850555,1.544189525617561
72.81366876214945,1.5416935896415702
73.81262291541147,1.5533882023940797
75.14588804134885,1.5427016191677938
76.65203996953404,1.5424979821978695
78.20101098518006,1.554797518766507
79.15979856082393,1.554763490854525
79.83562017574772,1.5521034024122682
80.90931826707742,1.5456232450805414
81.72098627894553,1.542630304546023
82.83418782043265,1.5476851546602703
83.91172257778484,1.5423253038071094
84.68658701558539,1.528585719644867
85.8284925028704,1.5420221219320882
86.79732172291884,1.5449202541862288
87.87874998579014,1.5406973069446497
88.81697113690359,1.5346578830697875
90.19878666621193,1.5381480176278226
91.16088987915924,1.5390821558084282
91.81553878158854,1.5302396353177896
92.69854036172657,1.5480760967180873
94.03251598137183,1.5375969776544993
95.12942353382519,1.5378939829708869
95.80251685291077,1.534437232143872
96.80334670956154,1.5466795502859025
98.12240196134155,1.5318436838056695
99.08261052440122,1.5322245842190823
99.80674571146,1.5436720588402468
